time;truth;sensor;kalman
12720;3,8456;5,1964;4,5106
12740;3,8456;5,145;4,4297
12760;3,8456;5,0935;4,3898
12780;3,9764;5,0935;4,3951
12800;4,0418;5,145;4,4489
12820;4,1073;5,1964;4,5407
12840;4,1727;5,2479;4,6612
12860;4,1727;4,7849;4,6726
12880;4,1727;4,8534;4,72
12900;4,3037;4,9049;4,7911
12920;4,4348;4,9563;4,8795
12940;4,6315;5,5051;5,1053
12960;4,8284;5,6595;5,3467
12980;5,0912;5,8653;5,6105
13000;5,3543;6,0539;5,8854
13020;5,8155;6,3112;6,1833
13040;6,2115;6,6199;6,5103
13060;6,6745;6,9801;6,8717
13080;7,2047;7,3402;7,259
13100;7,6031;7,7518;7,6779
13120;8,0689;8,1462;8,1161
13140;8,4689;8,5064;8,5586
13160;8,9364;8,918;9,0143
13180;9,2709;9,6726;9,5644
13200;9,673;9,5697;9,9766
13220;10,2102;10,3929;10,4997
13240;10,6813;10,7873;11,0081
13260;11,1533;10,7359;11,3884
13280;11,694;11,1989;11,7857
13300;12,1681;11,6105;12,1835
13320;12,6432;12,0221;12,5807
13340;13,1193;12,4166;12,972
13360;13,5282;12,7767;13,349
13380;13,8694;13,1369;13,7132
13400;14,2796;13,4799;14,0618
13420;14,622;13,8057;14,3926
13440;14,8963;14,0973;14,6998
13460;15,2396;14,8176;15,0953
13480;15,5834;14,6632;15,347
13500;15,8588;15,3664;15,6912
13520;16,1965;15,212;15,9002
13540;16,5822;15,5207;16,1102
13560;16,9673;15,8294;16,3228
13580;17,3516;16,1381;16,5396
13600;17,7353;16,4468;16,7615
13620;18,0545;16,7555;16,9896
13640;18,3732;17,0471;17,2202
13660;18,6278;17,7674;17,5624
13680;18,8822;18,0247;17,8852
13700;19,0092;17,8188;18,0748
13720;19,1997;18,4191;18,3535
13740;19,3266;18,179;18,4983
13760;19,4534;18,3162;18,6237
13780;19,5801;18,4877;18,743
13800;19,77;18,6249;18,8501
13820;19,8966;19,1908;19,0567
13840;20,023;18,8822;19,1302
13860;20,0862;19,4481;19,3105
13880;20,2126;19,5338;19,4637
13900;20,2757;19,1908;19,4861
13920;20,2126;19,2423;19,4967
13940;20,2126;19,6882;19,5986
13960;20,1494;19,2423;19,5563
13980;20,0862;19,6367;19,603
14000;20,023;19,1908;19,5167
14020;20,023;19,6024;19,5336
14040;20,0862;19,1394;19,4212
14060;20,1494;19,1394;19,3159
14080;20,2126;19,6024;19,3357
14100;20,2757;19,1908;19,245
14120;20,3389;19,2423;19,1769
14140;20,402;19,2937;19,1301
14160;20,5281;19,3966;19,1161
14180;20,7803;19,9454;19,244
14200;21,095;19,7053;19,2957
14220;21,472;20,4085;19,519
14240;21,8484;20,2541;19,6739
14260;22,2242;21,0259;20,0016
14280;22,4743;20,8715;20,2434
14300;22,6617;21,5747;20,625
14320;22,7866;21,386;20,9001
14340;22,9113;21,9863;21,2793
14360;22,9737;22,0892;21,6208
14380;22,9737;21,729;21,81
14400;23,036;21,7805;21,9696
14420;23,0984;21,8319;22,1027
14440;23,0984;21,8319;22,1995
14460;23,0984;21,8834;22,2777
14480;23,1607;22,3464;22,4438
14500;23,1607;21,9348;22,4652
14520;23,1607;21,9348;22,4656
14540;23,1607;22,3979;22,5657
14560;23,1607;22,3979;22,6358
14580;23,0984;21,9348;22,5636
14600;22,9737;21,8834;22,4735
14620;22,7866;21,8491;22,374
14640;22,4743;21,6776;22,2338
14660;22,099;21,4718;22,0519
14680;21,5976;21,6261;21,9273
14700;21,0321;21,2831;21,7292
14720;20,4651;20,4085;21,3357
14740;19,9598;20,357;20,9843
14760;19,39;19,9111;20,5738
14780;18,755;19,3966;20,0988
14800;18,2458;18,8822;19,5723
14820;17,6714;18,3676;19,0059
14840;17,1595;17,4587;18,3103
14860;16,6465;17,4072;17,7246
14880;16,0655;16,5497;17,0357
14900;15,5834;16,0352;16,349
14920;15,0335;15,9838;15,7859
14940;14,4165;15,5207;15,23
14960;13,8694;14,6118;14,571
14980;13,2555;14,0973;13,9259
15000;12,6432;14,0458;13,4127
15020;12,0326;13,0854;12,7872
15040;11,4235;12,5709;12,1789
15060;10,8835;12,0736;11,5923
15080;10,412;11,5934;11,0306
15100;10,0086;11,6105;10,6173
15120;9,6059;10,753;10,1122
15140;9,204;10,3929;9,6532
15160;8,7359;9,9813;9,2212
15180;8,3355;9,6211;8,8249
15200;7,9357;9,3296;8,4762
15220;7,6696;9,0552;8,1716
15240;7,4038;8,7636;7,8991
15260;7,2047;8,5064;7,6608
15280;7,072;8,2491;7,4497
15300;7,0057;8,6093;7,4152
15320;7,0057;8,0433;7,2962
15340;7,0057;7,9404;7,217
15360;7,1383;7,9404;7,1947
15380;7,2047;8,4549;7,3474
15400;7,271;8,009;7,4044
15420;7,271;8,0433;7,4949
15440;7,271;8,0948;7,6143
15460;7,271;8,0948;7,7411
15480;7,2047;8,1119;7,8743
15500;7,2047;8,0605;7,9915
15520;7,2047;8,0433;8,0996
15540;7,2047;8,0433;8,2007
15560;7,1383;8,0605;8,2969
15580;7,1383;8,0433;8,3773
15600;7,1383;7,9919;8,4331
15620;7,072;7,9919;8,4783
15640;7,1383;8,009;8,5172
15660;7,1383;7,9919;8,5405
15680;7,1383;7,9919;8,5536
15700;7,1383;7,9919;8,5572
15720;7,2047;7,9919;8,5519
15740;7,2047;8,0433;8,5518
15760;7,271;8,0433;8,543
15780;7,3374;8,0433;8,5267
15800;7,3374;8,0433;8,504
15820;7,4038;8,0948;8,4892
15840;7,5367;8,1119;8,4729
15860;7,7361;8,1462;8,46
15880;8,0689;8,3006;8,4807
15900;8,5356;8,5578;8,5568
15920;9,0032;8,8665;8,6936
15940;9,5389;9,2267;8,8954
15960;10,2102;9,5697;9,1479
15980;10,8835;10,0327;9,4728
16000;11,4911;10,5301;9,867
16020;12,1003;11,096;10,3356
16040;12,6432;11,6105;10,8523
16060;13,2555;12,125;11,407
16080;13,7329;13,034;12,0901
16100;14,2796;13,5313;12,7758
16120;14,8277;13,9944;13,4501
16140;15,377;14,0458;14,0063
16160;15,9277;14,4574;14,5471
16180;16,3252;14,9205;15,0847
16200;16,6465;15,3149;15,5995
16220;16,9673;15,6751;16,0836
16240;17,1595;15,9838;16,5263
16260;17,3516;16,241;16,9189
16280;17,3516;16,8584;17,3583
16300;17,3516;16,9442;17,7036
16320;17,2876;16,9956;17,9587
16340;17,2236;17,0128;18,128
16360;17,2236;16,5497;18,1036
16380;17,2236;16,4983;18,0187
16400;17,2236;16,4983;17,8987
16420;17,2876;16,4811;17,7484
16440;17,2876;16,9442;17,6981
16460;17,2876;16,5497;17,5224
16480;17,2876;16,5326;17,3377
16500;17,2876;16,5497;17,1587
16520;17,2236;16,5497;16,985
16540;17,1595;16,5497;16,8201
16560;17,0314;16,5326;16,6627
16580;16,9031;16,4811;16,5068
16600;16,7748;16,4297;16,3557
16620;16,518;16,7898;16,3155
16640;16,1965;16,1896;16,1316
16660;15,6522;15,9323;15,9122
16680;14,9649;15,5722;15,6389
16700;14,2796;15,1091;15,2962
16720;13,5282;15,0577;15,0007
16740;12,9832;14,0973;14,5199
16760;12,4395;13,5828;13,9951
16780;11,9648;13,5313;13,5533
16800;11,5587;12,6738;12,9841
16820;11,0183;12,6738;12,5248
16840;10,6139;11,8678;11,9611
16860;10,2774;11,5076;11,4229
16880;10,0086;11,1989;10,9233
16900;9,7401;11,3018;10,5637
16920;9,5389;11,0446;10,2364
16940;9,4048;10,3757;9,834
16960;9,3379;10,2385;9,5015
16980;9,3379;10,1356;9,2389
17000;9,3379;10,0842;9,0494
17020;9,4048;10,0327;8,9223
17040;9,4048;10,0156;8,856
17060;9,4048;10,4786;8,9612
17080;9,4048;10,0842;8,995
17100;9,4048;10,0842;9,0626
17120;9,4048;10,0842;9,1559
17140;9,4719;10,067;9,2633
17160;9,4719;10,0842;9,3875
17180;9,4719;10,0842;9,5181
17200;9,5389;10,0842;9,6504
17220;9,5389;10,5301;9,8929
17240;9,5389;10,5472;10,1185
17260;9,6059;10,1356;10,2172
17280;9,6059;10,1356;10,3065
17300;9,673;10,5815;10,4977
17320;9,7401;10,1871;10,5624
17340;9,8072;10,6501;10,7314
17360;9,9414;10,2385;10,7682
17380;10,0086;10,7016;10,9094
17400;10,0758;10,753;11,0356
17420;10,143;10,3414;11,0305
17440;10,2774;10,3929;11,0279
17460;10,6139;10,4958;11,0402
17480;11,0858;10,7016;11,0915
17500;11,694;11,4047;11,3016
17520;12,3716;11,3533;11,458
17540;13,1874;11,8678;11,7093
17560;14,0061;12,4166;12,0499
17580;14,6905;13,497;12,5996
17600;15,377;14,0973;13,2058
17620;15,9966;14,6632;13,8476
17640;16,4537;15,212;14,5113
17660;17,0314;15,7265;15,1805
17680;17,6075;16,241;15,8499
17700;18,2458;16,2925;16,3981
17720;18,8186;17,2529;17,0672
17740;19,39;17,3558;17,6212
17760;19,8333;17,8703;18,1763
17780;20,1494;18,3162;18,7127
17800;20,4651;18,7278;19,2223
17820;20,5912;19,4481;19,7848
17840;20,6542;19,6882;20,2705
17860;20,6542;19,3966;20,5545
17880;20,6542;19,894;20,8632
17900;20,5281;19,4995;20,9697
17920;20,4651;19,4995;21,0027
17940;20,4651;19,9111;21,0795
17960;20,4651;19,4481;20,9772
17980;20,4651;19,8425;20,9404
18000;20,5281;19,8425;20,8654
18020;20,5281;19,4481;20,6623
18040;20,4651;19,4481;20,4529
18060;20,4651;19,894;20,356
18080;20,402;19,4481;20,1361
18100;20,402;19,4481;19,9271
18120;20,402;19,8597;19,8359
18140;20,402;19,8597;19,7469
18160;20,402;19,3966;19,5462
18180;20,402;19,8597;19,4859
18200;20,3389;19,8425;19,4289
18220;20,2757;19,3966;19,2687
18240;20,1494;19,8083;19,238
18260;20,0862;19,3452;19,1005
18280;19,9598;19,2937;18,9762
18300;19,8333;19,6539;18,9689
18320;19,7067;19,6024;18,9601
18340;19,5801;19,0879;18,8337
18360;19,39;18,985;18,71
18380;19,1997;19,2937;18,6937
18400;18,8822;18,6763;18,5372
18420;18,5642;18,9336;18,4805
18440;18,182;18,2819;18,2815
18460;17,7991;18,4191;18,1591
18480;17,2876;17,6645;17,8789
18500;16,7748;17,7674;17,6796
18520;16,2609;16,8927;17,3053
18540;15,6522;16,4983;16,9024
18560;15,1022;16,0352;16,46
18580;14,5535;15,5379;15,9777
18600;14,0061;15,0577;15,4681
18620;13,5282;15,0062;15,0461
18640;13,1193;14,1487;14,4994
18660;12,7112;13,7371;13,9599
18680;12,3038;13,3941;13,4471
18700;11,9648;13,4456;13,0595
18720;11,4911;13,0854;12,6783
18740;11,0183;12,2622;12,1869
18760;10,5466;11,9192;11,7227
18780;10,0086;11,9192;11,3701
18800;9,5389;11,5076;11,0111
18820;9,0701;10,6501;10,5343
18840;8,7359;10,2385;10,0688
18860;8,4021;10,2385;9,7178
18880;8,1355;9,4668;9,2716
18900;7,9357;9,3296;8,9033
18920;7,8026;9,3639;8,6457
18940;7,7361;8,8665;8,3491
18960;7,6696;9,1752;8,2209
18980;7,5367;9,0723;8,1326
19000;7,4038;8,5064;7,9596
19020;7,271;8,4549;7,8404
19040;7,1383;8,8151;7,8694
19060;7,0057;8,1977;7,7768
19080;6,9394;8,0948;7,7056
19100;6,8069;8,0605;7,6677
19120;6,7407;7,9576;7,6386
19140;6,6745;7,8375;7,6099
19160;6,6083;7,7346;7,5832
19180;6,5421;7,6832;7,5688
19200;6,476;7,6318;7,5625
19220;6,4098;7,546;7,5523
19240;6,3437;7,4945;7,545
19260;6,2776;7,4431;7,5383
19280;6,2115;7,3916;7,5302
19300;6,2776;7,3402;7,5191
19320;6,2776;7,2887;7,5039
19340;6,3437;7,2887;7,4968
19360;6,3437;7,2887;7,4954
19380;6,3437;7,2887;7,4978
19400;6,4098;7,3402;7,5153
19420;6,4098;7,3402;7,532
19440;6,476;7,3402;7,5468
19460;6,476;7,3402;7,5593
19480;6,5421;7,3745;7,5776
19500;6,6083;7,3916;7,596
19520;6,6745;7,4431;7,6225
19540;6,8069;7,4431;7,6424
19560;6,8731;7,4945;7,6693
19580;7,0057;7,5289;7,6974
19600;7,271;7,6489;7,7478
19620;7,5367;7,7346;7,8084
19640;7,8692;7,9061;7,8989
19660;8,2021;8,1462;8,0321
19680;8,5356;8,4035;8,2055
19700;8,9364;8,6607;8,4124
19720;9,2709;8,9694;8,6599
19740;9,673;9,261;8,9363
19760;10,0086;9,4668;9,2142
19780;10,412;9,7755;9,5171
19800;10,7486;10,0842;9,8398
19820;11,0858;10,3929;10,1774
19840;11,5587;10,7359;10,5343
19860;12,0326;11,096;10,91
19880;12,5074;11,8678;11,4035
19900;13,0512;11,7992;11,7843
19920;13,5282;12,2108;12,186
19940;14,0744;12,6738;12,6168
19960;14,622;13,0854;13,0576
19980;15,1709;13,5313;13,5137
20000;15,721;14,406;14,0889
20020;16,2609;14,4574;14,5571
20040;16,7748;15,3149;15,1335
20060;17,2876;15,778;15,7018
20080;17,7353;15,778;16,1437
20100;18,182;16,241;16,5913
20120;18,5642;16,6526;17,0299
20140;19,0092;17,5101;17,5722
20160;19,39;17,9046;18,0862
20180;19,8333;17,8703;18,4663
20200;20,2757;18,6763;18,9419
20220;20,6542;18,6249;19,2836
20240;21,0321;19,4481;19,7303
20260;21,2836;19,7911;20,1468
20280;21,5348;20,0998;20,5285
20300;21,7231;19,9626;20,7682
20320;21,7858;20,2027;20,9813
20340;21,9111;20,357;21,1517
20360;21,9111;20,5114;21,2877
20380;21,8484;21,0259;21,4872
20400;21,8484;21,0774;21,6274
20420;21,7858;20,6658;21,6019
20440;21,7858;21,0774;21,6439
20460;21,7858;20,6143;21,5274
20480;21,7231;20,6143;21,3945
20500;21,6603;21,0259;21,3557
20520;21,5976;20,5628;21,1817
20540;21,472;20,9744;21,1154
20560;21,2836;20,923;21,0293
20580;21,0321;20,8201;20,9164
20600;20,7803;20,2541;20,6667
20620;20,5281;20,5114;20,5101
20640;20,3389;20,3056;20,3209
20660;20,0862;20,0998;20,1068
20680;19,8333;19,894;19,8743
20700;19,6434;19,2423;19,5165
20720;19,39;19,0365;19,1665
20740;19,1362;18,8307;18,827
20760;18,8822;18,6249;18,5
20780;18,5642;18,3676;18,1741
20800;18,182;18,1104;17,8519
20820;17,7991;18,2819;17,6436
20840;17,3516;17,5101;17,2976
20860;16,9031;17,2014;16,951
20880;16,3895;16,807;16,5844
20900;15,9966;16,4468;16,211
20920;15,5834;16,0352;15,8207
20940;15,1022;15,6751;15,4306
20960;14,7591;15,2806;15,0335
20980;14,2112;14,9033;14,6365
21000;13,7329;14,9719;14,3532
21020;13,2555;14,1487;13,9442
21040;12,7792;13,7371;13,5309
21060;12,3038;13,3255;13,115
21080;11,8294;12,9311;12,7023
21100;11,4235;12,5709;12,3017
21120;10,9509;12,1765;11,9037
21140;10,5466;11,7477;11,4999
21160;10,0758;11,4047;11,1132
21180;9,673;11,4562;10,8409
21200;9,2709;11,096;10,5636
21220;8,8695;10,29;10,1685
21240;8,4689;9,9298;9,7836
21260;8,0689;9,5697;9,4076
21280;7,7361;9,3124;9,0651
21300;7,4702;9,3639;8,8294
21320;7,271;9,1581;8,62
21340;7,072;8,4035;8,2935
21360;6,9394;8,1977;8,003
21380;6,8069;7,9919;7,743
21400;6,6745;7,8375;7,5213
21420;6,6083;7,7518;7,3488
21440;6,5421;7,5974;7,1999
21460;6,476;7,4945;7,0824
21480;6,476;7,4431;7,0031
21500;6,476;7,3745;6,9501
21520;6,5421;7,3402;6,926
21540;6,5421;7,3402;6,933
21560;6,6083;7,3402;6,9639
21580;6,6083;7,3402;7,0128
21600;6,6083;7,3916;7,0871
21620;6,6745;7,3916;7,1675
21640;6,6083;7,3916;7,2503
21660;6,6083;7,3916;7,3322
21680;6,6083;7,3916;7,4108
21700;6,6083;7,3916;7,4841
21720;6,6745;7,3916;7,5505
21740;6,7407;7,3916;7,6091
21760;6,9394;7,4431;7,6722
21780;7,2047;7,4945;7,7376
21800;7,4702;7,5803;7,8123
21820;7,7361;7,8032;7,9282
21840;8,0023;7,9919;8,0698
21860;8,2021;8,1977;8,2364
21880;8,4689;8,4035;8,4229
21900;8,7359;8,6607;8,638
21920;9,0701;8,8665;8,8629
21940;9,4719;9,1238;9,1076
21960;9,7401;9,3639;9,3631
21980;10,143;9,5182;9,6047
22000;10,4793;9,8269;9,8714
22020;10,8835;10,1356;10,1583
22040;11,3559;10,4443;10,4609
22060;11,8971;10,7873;10,7842
22080;12,3038;11,1475;11,1279
22100;12,6432;11,9707;11,6044
22120;12,9832;11,9192;11,9726
22140;13,3237;12,2108;12,3316
22160;13,6646;12,9825;12,802
22180;13,9378;12,8282;13,1334
22200;14,2796;13,1369;13,4595
22220;14,5535;13,3941;13,7673
22240;14,8963;13,6342;14,0543
22260;15,2396;13,8915;14,3274
22280;15,5834;14,1487;14,5882
22300;15,9277;14,869;14,9554
22320;16,2609;14,7147;15,1938
22340;16,518;15,0234;15,4375
22360;16,7107;15,2635;15,6692
22380;16,839;15,9323;15,999
22400;16,9673;15,6751;16,1807
22420;17,0955;16,2925;16,4552
22440;17,2236;15,9838;16,5772
22460;17,2876;16,1381;16,6853
22480;17,4156;16,241;16,7701
22500;17,4796;16,7384;16,9363
22520;17,6075;16,3954;16,9625
22540;17,6714;16,4811;16,9776
22560;17,7991;16,6012;16,9943
22580;17,863;17,0985;17,1099
22600;17,9907;16,7384;17,0966
22620;18,1182;16,8584;17,0949
22640;18,182;16,8927;17,0839
22660;18,2458;16,9956;17,0843
22680;18,3095;17,5101;17,2004
22700;18,3095;17,15;17,1973
22720;18,3732;17,2014;17,1962
22740;18,3732;17,2529;17,1985
22760;18,3732;17,3043;17,2051
22780;18,3732;17,7674;17,3207
22800;18,3095;17,7674;17,4143
22820;18,3095;17,3043;17,3724
22840;18,3095;17,3043;17,331
22860;18,3095;17,3043;17,2912
22880;18,3095;17,3043;17,2542
22900;18,3095;17,7159;17,3244
22920;18,3095;17,3043;17,2803
22940;18,2458;17,3043;17,2416
22960;18,2458;17,3043;17,2085
22980;18,2458;17,3043;17,181
23000;18,2458;17,7159;17,2628
23020;18,2458;17,2529;17,2186
23040;18,2458;17,2529;17,1822
23060;18,2458;17,2529;17,1532
23080;18,2458;17,2529;17,1309
23100;18,2458;17,2529;17,1149
23120;18,182;17,2529;17,1044
23140;18,2458;17,2529;17,0988
23160;18,182;17,6645;17,2012
23180;18,182;17,6645;17,2929
23200;18,182;17,6645;17,3742
23220;18,182;17,6645;17,4456
23240;18,182;17,6645;17,5078
23260;18,1182;17,2014;17,4444
23280;18,1182;17,2186;17,3936
23300;18,1182;17,2014;17,3454
23320;18,1182;17,2014;17,3042
23340;18,1182;17,6131;17,3732
23360;18,1182;17,6131;17,4336
23380;18,1182;17,6131;17,4859
23400;18,1182;17,6131;17,5305
23420;18,182;17,2014;17,4644
23440;18,182;17,2014;17,4063
23460;18,1182;17,2014;17,3557
23480;18,1182;17,2014;17,3121
23500;18,0545;17,2014;17,2749
23520;18,0545;17,2014;17,2438
23540;18,0545;17,6131;17,3219
23560;18,0545;17,6131;17,3904
23580;18,1182;17,6131;17,4499
23600;18,1182;17,6131;17,501
23620;18,1182;17,6131;17,5444
23640;18,1182;17,6131;17,5806
23660;18,1182;17,2014;17,5065
23680;18,1182;17,2014;17,4409
23700;18,1182;17,2014;17,3834
23720;18,1182;17,2014;17,3335
23740;18,1182;17,2014;17,2907
23760;18,1182;17,2014;17,2544
23780;18,1182;17,2014;17,2243
23800;18,1182;17,2186;17,2039
23820;18,1182;17,2014;17,1837
23840;18,1182;17,2014;17,168
23860;18,1182;17,2014;17,1563
23880;18,1182;17,2014;17,1482
23900;18,1182;17,2014;17,1431
23920;18,1182;17,2014;17,1407
23940;18,1182;17,2014;17,1405
23960;18,1182;17,2014;17,1422
23980;18,1182;17,2014;17,1453
24000;18,1182;17,2014;17,1495
24020;18,1182;17,2014;17,1546
24040;18,1182;17,2014;17,1603
24060;18,1182;17,2014;17,1662
24080;18,1182;17,2014;17,1724
24100;18,0545;17,2014;17,1784
24120;18,1182;17,2014;17,1843
24140;18,0545;17,2014;17,19
24160;18,1182;17,2014;17,1952
24180;18,1182;17,6131;17,3037
24200;18,1182;17,6131;17,3973
24220;18,1182;17,2014;17,3731
24240;18,1182;17,2014;17,3505
24260;18,1182;17,2014;17,3295
24280;18,1182;17,2014;17,3101
24300;18,1182;17,2014;17,2924
24320;18,1182;17,2014;17,2762
24340;18,1182;17,6131;17,3654
24360;18,1182;17,6131;17,4416
24380;18,1182;17,6131;17,5058
24400;18,1182;17,6131;17,5592
24420;18,0545;17,6131;17,6026
24440;18,0545;17,6131;17,6371
24460;18,0545;17,6131;17,6637
24480;18,0545;17,6131;17,6833
24500;18,0545;17,15;17,58
24520;18,0545;17,15;17,4877
24540;18,0545;17,1672;17,4104
24560;18,0545;17,6131;17,4551
24580;18,0545;17,6131;17,4931
24600;18,0545;17,15;17,4083
24620;18,0545;17,15;17,3345
24640;18,0545;17,15;17,2709
24660;18,0545;17,15;17,217
24680;18,0545;17,15;17,172
24700;18,0545;17,15;17,1351
24720;18,0545;17,15;17,1058
24740;17,9907;17,15;17,0832
24760;17,9907;17,15;17,0665
24780;18,0545;17,15;17,0552
24800;18,0545;17,15;17,0485
24820;18,0545;17,15;17,0458
24840;17,9907;17,15;17,0464
24860;17,9907;17,15;17,0497
24880;17,9907;17,15;17,0553
24900;17,9907;17,15;17,0625
24920;17,9268;17,5616;17,1748
24940;17,9268;17,5616;17,2734
24960;17,9268;17,5616;17,3591
24980;17,9907;17,5616;17,4327
25000;17,9907;17,5616;17,4949
25020;17,9907;17,5616;17,5466
25040;17,9907;17,5616;17,5887
25060;17,9907;17,5616;17,622
